product_id,product_name,price,category,image_urls,product_url,colors,sale_price,original_price,discount,filename
None,Denim jacket - Relaxed fit,$650,men_clothing,,https://www.acnestudios.com/us/en/denim-jacket---relaxed-fit-light-blue/B90749-228.html?g=man,,,$650,,men_clothing.html
FN-MN-OUTW000939,Wool jacket,"$1,200",men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwe97307a2/images/B9/B90699-/2000x/B90699-X92_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw39b55759/images/B9/B90699-/2000x/B90699-X92_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/wool-jacket-light-grey-melange/B90699-X92.html?g=man,2 Colors,,"$1,200",,men_clothing.html
FN-MN-OUTW001050,Bomber jacket,$900,men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw164687ae/images/B9/B90753-/2000x/B90753-AH8_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dweac22a5a/images/B9/B90753-/2000x/B90753-AH8_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/bomber-jacket-orange-green/B90753-AH8.html?g=man,,,$900,,men_clothing.html
FN-MN-OUTW001048,Denim belted coat,"$1,450",men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw0a36d53f/images/B9/B90739-/2000x/B90739-BWX_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw6e87dd00/images/B9/B90739-/2000x/B90739-BWX_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/denim-belted-coat-black-yellow/B90739-BWX.html?g=man,,,"$1,450",,men_clothing.html
FN-MN-OUTW001049,Printed jacket - Fitted fit,$800,men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw68e6b47f/images/B9/B90747-/2000x/B90747-863_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwa392982c/images/B9/B90747-/2000x/B90747-863_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/printed-jacket---fitted-fit-mid-blue/B90747-863.html?g=man,,,$800,,men_clothing.html
FN-MN-OUTW001011,Satin jacket,"$1,000",men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw9475a31e/images/B9/B90743-/2000x/B90743-DLH_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw5b5978bd/images/B9/B90743-/2000x/B90743-DLH_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/satin-jacket-mid-grey/B90743-DLH.html?g=man,,,"$1,000",,men_clothing.html
FN-MN-OUTW001026,Ripstop jacket,$540,men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw5b511793/images/B9/B90742-/2000x/B90742-900_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw5c6b2d5e/images/B9/B90742-/2000x/B90742-900_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/ripstop-jacket-black/B90742-900.html?g=man,2 Colors,,$540,,men_clothing.html
FN-MN-OUTW001028,Ripstop padded jacket,$850,men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwfc62b394/images/B9/B90754-/2000x/B90754-AB7_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwf12be355/images/B9/B90754-/2000x/B90754-AB7_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/ripstop-padded-jacket-olive-green/B90754-AB7.html?g=man,2 Colors,,$850,,men_clothing.html
FN-MN-OUTW001115,Biker denim jacket,"$1,550",men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw1aff6249/images/B9/B90744-/2000x/B90744-863_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwcd4f498a/images/B9/B90744-/2000x/B90744-863_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/biker-denim-jacket-mid-blue/B90744-863.html?g=man,,,"$1,550",,men_clothing.html
FN-MN-OUTW001067,Jacket foil print,$750,men_clothing,"https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dw5ab523bf/images/B9/B90758-/2000x/B90758-DCR_A.jpg?sw=560&sh=840,https://www.acnestudios.com/dw/image/v2/AAXV_PRD/on/demandware.static/-/Sites-acne-product-catalog/default/dwc621901f/images/B9/B90758-/2000x/B90758-DCR_PLP_HOVER.jpg?sw=560&sh=840",https://www.acnestudios.com/us/en/jacket-foil-print-cacao-brown-multi/B90758-DCR.html?g=man,,,$750,,men_clothing.html
