product_id,product_name,product_price,product_color,category,image_urls,filename
194502CIM.38NO,Medium Messenger Bag in Triomphe Canvas with Celine Print; Black,1300 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/194502CIM.38NO_1_FALL20_822460v1.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/194502CIM.38NO_2_FALL20_822465v1.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
194502FQ1.38AW,Medium Messenger Bag in Triomphe canvas two-tone with Celine print; Black / white,1300 USD,; Black / white,men_bags,"https://twicpics.celine.com/product-prd/images/large/194502FQ1.38AW_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/194502FQ1.38AW_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
194502BZK.04LE,Medium Messenger Bag in Triomphe Canvas with Celine print; Tan / Ecru,1300 USD,; Tan / Ecru,men_bags,"https://twicpics.celine.com/product-prd/images/large/194502BZK.04LE_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/194502BZK.04LE_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111592ETH.38SI,Flap Messenger in TRIOMPHE CANVAS AND CALFSKIN; Black,1550 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111592ETH.38SI_1_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111592ETH.38SI_2_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
114902EVJ.38SI,MINI MESSENGER BOX in TRIOMPHE CANVAS AND CALFSKIN; Black,1350 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/114902EVJ.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/114902EVJ.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
195902BZK.04LI,triangle bag in Triomphe Canvas with Celine print; Tan,1250 USD,; Tan,men_bags,"https://twicpics.celine.com/product-prd/images/large/195902BZK.04LI_1_SUM21_615741.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/195902BZK.04LI_2_SUM21_615745.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
198712DMT.38SI,LARGE MESSENGER in nylon with celine print; Black,2200 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/198712DMT.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/198712DMT.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
198692FSH.19LK,MEDIUM MESSENGER TREKKING in Textile with triomphe leopard print and Celine print; LEOPARD / KHAKI,1850 USD,; LEOPARD / KHAKI,men_bags,"https://twicpics.celine.com/product-prd/images/large/198692FSH.19LK_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/198692FSH.19LK_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111772FT8.38SI,Large Strap Romy in Triomphe canvas and calfskin; Black,3000 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111772FT8.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111772FT8.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.38SI,Large Strap Romy in Supple Calfskin; Black,3450 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.38SI_1_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.38SI_2_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.31DY,Large Strap Romy in Supple Calfskin; DARK ARMY,3450 USD,; DARK ARMY,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.31DY_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.31DY_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.10DC,Large Strap Romy in Supple Calfskin; Grey,3450 USD,; Grey,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.10DC_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.10DC_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.18SE,Large Strap Romy in Supple Calfskin; SMOKEY TAUPE,3450 USD,; SMOKEY TAUPE,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.18SE_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.18SE_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116332FRC.04LI,Bucket in Triomphe canvas and calfskin; Tan,1950 USD,; Tan,men_bags,"https://twicpics.celine.com/product-prd/images/large/116332FRC.04LI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116332FRC.04LI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
2ADCS817X.38EC,celine bag in crocheted cotton; black / ecru,1100 USD,; black / ecru,men_bags,"https://twicpics.celine.com/product-prd/images/large/2ADCS817X.38EC_1_SS24_P1_M_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/2ADCS817X.38EC_2_SS24_P1_M_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
114453FH1.38SI,MEDIUM BESACE TRIOMPHE in SUPPLE NATURAL CALFSKIN; Black,3750 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/114453FH1.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/114453FH1.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
114453FH6.38SI,MEDIUM BESACE TRIOMPHE in CROCODILE EMBOSSED CALFSKIN; Black,3750 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/114453FH6.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/114453FH6.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111273EPZ.38OS,CHAIN SHOULDER BAG MATELASSE MONOCHROME CELINE in Quilted Goatskin; Black,3600 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111273EPZ.38OS_1_SUM23_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111273EPZ.38OS_2_SUM23_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
198682DMT.38SI,BELT BAG TREKKING IN NYLON WITH CELINE PRINT; Black,1350 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/198682DMT.38SI_1_SUM22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/198682DMT.38SI_2_SUM22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116162FWK.38SI,BELT BAG in Triomphe Canvas and calfskin; Black,1550 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/116162FWK.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116162FWK.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116163FS4.38SI,BELT BAG in Calfskin with triomphe embossed; Black,2450 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/116163FS4.38SI_1_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116163FS4.38SI_2_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
198712DMT.38SI,LARGE MESSENGER in nylon with celine print; Black,2200 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/198712DMT.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/198712DMT.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
188382EOI.38SI,Medium Backpack in triomphe canvas xl; Black,1850 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/188382EOI.38SI_1_WIN22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/188382EOI.38SI_2_WIN22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116372FSE.38SI,Backpack in Triomphe canvas and calfskin; Black,3350 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/116372FSE.38SI_1_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116372FSE.38SI_2_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111812EU3.38SI,LARGE BACKPACK in TRIOMPHE CANVAS XL; Black,3250 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111812EU3.38SI_1_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111812EU3.38SI_2_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
198462DXE.38SI,MEDIUM BACKPACK TREKKING in nylon; Black,1950 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/198462DXE.38SI_1_SUM22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/198462DXE.38SI_2_SUM22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
114443FSS.38NO,Day bag in Satinated calfskin; Black,5500 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/114443FSS.38NO_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/114443FSS.38NO_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113793FGA.38SI,Large cabas in Supple calfskin; Black,3850 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/113793FGA.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113793FGA.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116273FGA.38SI,Medium Cabas in Supple calfskin; Black,3450 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/116273FGA.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116273FGA.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113793FG9.18PE,Large cabas in Suede calfskin; PECAN,3700 USD,; PECAN,men_bags,"https://twicpics.celine.com/product-prd/images/large/113793FG9.18PE_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113793FG9.18PE_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
115872FRC.38SI,Large cabas in Triomphe canvas and calfskin; Black,2250 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/115872FRC.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/115872FRC.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
194432CIM.38OG,Medium Vertical Cabas in Triomphe Canvas with Celine Print; Black,1800 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/194432CIM.38OG_1_FALL20_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/194432CIM.38OG_2_FALL20_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
194432BZK.04LE,Medium Vertical Cabas in Triomphe Canvas with Celine print; Tan / Ecru,1800 USD,; Tan / Ecru,men_bags,"https://twicpics.celine.com/product-prd/images/large/194432BZK.04LE_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/194432BZK.04LE_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113743FQU.38SI,CABAS WITH BUCKLE in Calfskin with triomphe embossed; Black,2600 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/113743FQU.38SI_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113743FQU.38SI_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113743ESY.38SI,CABAS WITH BUCKLE in SMOOTH CALFSKIN; Black,2100 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/113743ESY.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113743ESY.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113743ESY.31DY,CABAS WITH BUCKLE in SMOOTH CALFSKIN; DARK ARMY,2100 USD,; DARK ARMY,men_bags,"https://twicpics.celine.com/product-prd/images/large/113743ESY.31DY_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113743ESY.31DY_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113742FFZ.38SI,CABAS WITH BUCKLE in TRIOMPHE CANVAS AND CALFSKIN; Black,1950 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/113742FFZ.38SI_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113742FFZ.38SI_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113742BZJ.04LE,CABAS WITH BUCKLE in Triomphe Canvas and calfskin; Tan / Ecru,1950 USD,; Tan / Ecru,men_bags,"https://twicpics.celine.com/product-prd/images/large/113742BZJ.04LE_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113742BZJ.04LE_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
116992FRY.02NU,Mini Cabas in Textile with raffia effect and calfskin; Natural / Chestnut,1350 USD,; Natural / Chestnut,men_bags,"https://twicpics.celine.com/product-prd/images/large/116992FRY.02NU_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/116992FRY.02NU_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113012FQW.02NU,MUSEUM BAG in Textile with raffia effect and calfskin; Natural / Chestnut,1950 USD,; Natural / Chestnut,men_bags,"https://twicpics.celine.com/product-prd/images/large/113012FQW.02NU_1_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113012FQW.02NU_2_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
4M1272CZJ.04LU,Soft Luggage 70 in Triomphe Canvas and Calfskin; Tan,3250 USD,; Tan,men_bags,"https://twicpics.celine.com/product-prd/images/large/4M1272CZJ.04LU_1_FALL22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/4M1272CZJ.04LU_2_FALL22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
4M1282CZJ.04LU,Soft Luggage 45 in Triomphe Canvas and Calfskin; Tan,2700 USD,; Tan,men_bags,"https://twicpics.celine.com/product-prd/images/large/4M1282CZJ.04LU_1_FALL22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/4M1282CZJ.04LU_2_FALL22.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
4M1972CZJ.04LU,Small Trolley in Triomphe Canvas and Calfskin; Tan,3550 USD,; Tan,men_bags,"https://twicpics.celine.com/product-prd/images/large/4M1972CZJ.04LU_1_FALL22_V3.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/4M1972CZJ.04LU_2_FALL22_V3.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
190672CHI.38NO,Large Travel Bag  in Triomphe Canvas and calfskin; Black,2600 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/190672CHI.38NO_1_WIN22_V5.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/190672CHI.38NO_2_WIN22_V5.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
190662CHI.38NO,Medium Travel Bag in Triomphe Canvas and calfskin; Black,2450 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/190662CHI.38NO_1_WIN22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/190662CHI.38NO_2_WIN22_V2.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
190662FPG.19LE,Medium Travel Bag in Celine canvas with leopard print; Leopard,2600 USD,; Leopard,men_bags,"https://twicpics.celine.com/product-prd/images/large/190662FPG.19LE_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/190662FPG.19LE_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
113852BZK.38SI,Duffle bag in Triomphe Canvas with Celine print; Black,1950 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/113852BZK.38SI_1_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/113852BZK.38SI_2_SS24_P2_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.38SI,Large Strap Romy in Supple Calfskin; Black,3450 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.38SI_1_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.38SI_2_SUM23.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.31DY,Large Strap Romy in Supple Calfskin; DARK ARMY,3450 USD,; DARK ARMY,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.31DY_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.31DY_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.10DC,Large Strap Romy in Supple Calfskin; Grey,3450 USD,; Grey,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.10DC_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.10DC_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
111773DPJ.18SE,Large Strap Romy in Supple Calfskin; SMOKEY TAUPE,3450 USD,; SMOKEY TAUPE,men_bags,"https://twicpics.celine.com/product-prd/images/large/111773DPJ.18SE_1_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/111773DPJ.18SE_2_FW23_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
114443FSS.38NO,Day bag in Satinated calfskin; Black,5500 USD,; Black,men_bags,"https://twicpics.celine.com/product-prd/images/large/114443FSS.38NO_1_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview, https://twicpics.celine.com/product-prd/images/large/114443FSS.38NO_2_SS24_P1_M.jpg?twic=v1/cover=1:1/resize-max=100/output=preview",men_bags.html
