user_category,product_url,product_name,price,discounted_price,image_urls,sizes,availability,label,filename
accessories,/products/ce011200m004a23nl-lecce-belt-natural,Lecce Belt,210,,"//us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-23NL-F.jpg?v=1712333409&width=600, //us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-23NL-D.jpg?v=1712333404&width=600","S, M, L, XL","available, available, not available, not available",,accessories.html
accessories,/products/cu001xfaa2c08abkbk-haley-hat-black-black,Haley Hat,210,,"//us.isabelmarant.com/cdn/shop/files/23ECU001XFA-A2C08A-BKBK-F.jpg?v=1712574744&width=1200, //us.isabelmarant.com/cdn/shop/files/23ECU001XFA-A2C08A-BKBK-D.jpg?v=1712574739&width=1200","56, 57, 58","available, available, not available",,accessories.html
accessories,/products/cu001xhaa2c04jecbk-haley-hat-ecru-and-black,Haley Hat,210,,"//us.isabelmarant.com/cdn/shop/files/23ECU001XHA-A2C04J-ECBK-F.jpg?v=1713603503&width=1200, //us.isabelmarant.com/cdn/shop/files/23ECU001XHA-A2C04J-ECBK-D.jpg?v=1713603505&width=1200","57, 58, 59","available, available, available",,accessories.html
accessories,/products/cu049xfab1c11a23ec-halena-hat-ecru,Halena Hat,275,,"//us.isabelmarant.com/cdn/shop/files/24PCU049XFA-B1C11A-23EC-F.jpg?v=1712343820&width=480, //us.isabelmarant.com/cdn/shop/files/24PCU049XFA-B1C11A-23EC-D.jpg?v=1712343818&width=480","56, 57, 58","not available, available, not available",,accessories.html
accessories,/products/cu049xfab1c11a01bk-halena-hat-black,Halena Hat,275,,"//us.isabelmarant.com/cdn/shop/files/24PCU049XFA-B1C11A-01BK-F.jpg?v=1713603675&width=480, //us.isabelmarant.com/cdn/shop/files/24PCU049XFA-B1C11A-01BK-D.jpg?v=1713603675&width=480","56, 57, 58","available, available, available",,accessories.html
accessories,/products/cu058xfbb2c05a02fk-bergen-hat-black,Bergen Hat,275,,"//us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-02FK-F.jpg?v=1712751807&width=1200, //us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-02FK-D.jpg?v=1712751807&width=1200","56, 57, 58","available, available, available",,accessories.html
accessories,/products/cu058xfbb2c05a30bu-bergen-hat-blue,Bergen Hat,275,,"//us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-30BU-F.jpg?v=1712751883&width=1200, //us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-30BU-D.jpg?v=1712751883&width=1200","56, 57, 58","not available, available, available",,accessories.html
accessories,/products/cu058xfbb2c05a23ec-bergen-hat-ecru,Bergen Hat,275,,"//us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-23EC-F.jpg?v=1712751789&width=1200, //us.isabelmarant.com/cdn/shop/files/24ECU058XFB-B2C05A-23EC-D.jpg?v=1712751759&width=1200",,,,accessories.html
accessories,/products/cq001xfba1c17a30lu-tyron-cap-light-blue,Tyron Cap,195,117,"//us.isabelmarant.com/cdn/shop/files/24PCQ001XFB-A1C17A-30LU-F.jpg?v=1713603580&width=480, //us.isabelmarant.com/cdn/shop/files/23PCQ001XFB-A1C17A-30LU-F.jpg?v=1712574884&width=1200","57, 59","available, available",,accessories.html
accessories,/products/cq001xfbb1c03a01bk-tyron-cap-black,Tyron Cap,245,147,"//us.isabelmarant.com/cdn/shop/files/24PCQ001XFB-B1C03A-01BK-F.jpg?v=1713603592&width=480, //us.isabelmarant.com/cdn/shop/files/24PCQ001XFB-B1C03A-01BK-D.jpg?v=1713603592&width=480","57, 59","available, available",,accessories.html
accessories,/products/co0080faa3b18bnask-chumani-necklace-navy-sky,Chumani Necklace,180,108,"//us.isabelmarant.com/cdn/shop/files/24PCO0080FA-A3B18B-NASK-F.jpg?v=1712343795&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0080FA-A3B18B-NASK-D.jpg?v=1712343790&width=480",,,,accessories.html
accessories,/products/cu001xhaa2c04jbkbk-haley-hat-black-black,Haley Hat,210,,"//us.isabelmarant.com/cdn/shop/files/23ACU001XHA-A2C04J-BKBK-F.jpg?v=1712340710&width=480, //us.isabelmarant.com/cdn/shop/files/23ECU001XHA-A2C04J-BKBK-F.jpg?v=1712574746&width=1200","57, 58, 59","available, available, available",,accessories.html
accessories,/products/cq001xfba2c08abkbk-tyron-cap-black-black,Tyron Cap,210,,"//us.isabelmarant.com/cdn/shop/files/23ECQ001XFB-A2C08A-BKBK-F.jpg?v=1712574735&width=1200, //us.isabelmarant.com/cdn/shop/files/23ECQ001XFB-A2C08A-BKBK-D.jpg?v=1712574733&width=1200","57, 59","available, available",,accessories.html
accessories,/products/bg004400m004b01bk-casablanca-ring-black,Casablanca Ring,75,,"//us.isabelmarant.com/cdn/shop/files/00MBG0044-00M004B-01BK-F.jpg?v=1712574626&width=1200, //us.isabelmarant.com/cdn/shop/files/00MBG0044-00M004B-01BK-D.jpg?v=1712574621&width=1200",,,,accessories.html
accessories,/products/bg003400m004b23ec-casablanca-ring-set-ecru,Casablanca Ring Set,170,,"//us.isabelmarant.com/cdn/shop/files/00MBG0034-00M004B-23EC-F.jpg?v=1712574624&width=1200, //us.isabelmarant.com/cdn/shop/files/00MBG0034-00M004B-23EC-D.jpg?v=1712574620&width=1200",,,,accessories.html
accessories,/products/ce011cfaa1b47ackbk-lecce-belt-beige-and-black,Lecce Belt,295,,"//us.isabelmarant.com/cdn/shop/files/23ACE011CFA-A1B47A-CKBK-F.jpg?v=1712340610&width=480, //us.isabelmarant.com/cdn/shop/files/23PCE011CFA-A1B47A-CKBK-F.jpg?v=1712574867&width=1200","S, M, L, XL","available, available, available, not available",,accessories.html
accessories,/products/ct038jfab1c08a86ma-donel-socks-mauve,Donel Socks,75,45,"//us.isabelmarant.com/cdn/shop/files/24PCT038JFA-B1C08A-86MA-F.jpg?v=1712343809&width=480, //us.isabelmarant.com/cdn/shop/files/24PCT038JFA-B1C08A-86MA-D.jpg?v=1712343807&width=480",,,,accessories.html
accessories,/products/ct002jfaa1c12a60ed-slazia-cupro-socks-green,Slazia Cupro Socks,85,51,"//us.isabelmarant.com/cdn/shop/files/24PCT002JFA-A1C12A-60ED-F.jpg?v=1712343805&width=480, //us.isabelmarant.com/cdn/shop/files/23PCT002JFA-A1C12A-60ED-F.jpg?v=1712574884&width=1200",,,,accessories.html
accessories,/products/co0079faa3b04b23nl-polly-necklace-natural,Polly Necklace,180,108,"//us.isabelmarant.com/cdn/shop/files/24PCO0079FA-A3B04B-23NL-F.jpg?v=1712343793&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0079FA-A3B04B-23NL-D.jpg?v=1712343788&width=480",,,,accessories.html
accessories,/products/im0170sb2l01l807ir-niby-sunglasses-black-pall-gray,Niby Sunglasses,285,,"//us.isabelmarant.com/cdn/shop/files/24EIM0170S-B2L01L-807IR-F.jpg?v=1712574999&width=1200, //us.isabelmarant.com/cdn/shop/files/24EIM0170S-B2L01L-807IR-D.jpg?v=1712574997&width=1200",,,,accessories.html
accessories,/products/br0034haa1b02t50co-mr-grigri-man-bracelet-cognac,Mr Grigri Man Bracelet,140,,"//us.isabelmarant.com/cdn/shop/files/23PBR0034HA-A1B02T-50CO-F.jpg?v=1712574856&width=1200, //us.isabelmarant.com/cdn/shop/files/23PBR0034HA-A1B02T-50CO-D.jpg?v=1712574851&width=1200","T1, T2","available, available",,accessories.html
accessories,/products/mi003mfaa4l01a30mi-patti-mitten-midnight,Patti Mitten,195,,"//us.isabelmarant.com/cdn/shop/files/23AMI003MFA-A4L01A-30MI-F.jpg?v=1712340906&width=480, //us.isabelmarant.com/cdn/shop/files/24PMI003MFA-A4L01A-30MI-F.jpg?v=1712343972&width=480",,,,accessories.html
accessories,/products/bl0001faa3b01b61aq-casablanca-earrings-turquoise,Casablanca Earrings,155,93,"//us.isabelmarant.com/cdn/shop/files/23ABL0001FA-A3B01B-61AQ-F.jpg?v=1712340441&width=480, //us.isabelmarant.com/cdn/shop/files/24PBL0001FA-A3B01B-61AQ-F.jpg?v=1712343666&width=480",,,,accessories.html
accessories,/products/ec0061fab2b12bbksi-aoi-necklace-black-and-silver,Aoi Necklace,240,,"//us.isabelmarant.com/cdn/shop/files/24EEC0061FA-B2B12B-BKSI-F.jpg?v=1712744638&width=1200, //us.isabelmarant.com/cdn/shop/files/24EEC0061FA-B2B12B-BKSI-D.jpg?v=1712744638&width=1200",,,,accessories.html
accessories,/products/ce026xfaa1b04abkbu-nyessa-belt-black-blue,Nyessa Belt,195,117,"//us.isabelmarant.com/cdn/shop/files/23PCE026XFA-A1B04A-BKBU-F.jpg?v=1712574874&width=1200, //us.isabelmarant.com/cdn/shop/files/23PCE026XFA-A1B04A-BKBU-D.jpg?v=1712574868&width=1200",,,,accessories.html
accessories,/products/ec056xfab1c32a60ed-loliana-scarf-green,Loliana Scarf,385,231,"//us.isabelmarant.com/cdn/shop/files/24PEC056XFA-B1C32A-60ED-F.jpg?v=1712343827&width=480, //us.isabelmarant.com/cdn/shop/files/24PEC056XFA-B1C32A-60ED-F.jpg?v=1712343827&width=480",,,,accessories.html
accessories,/products/cq006100m008jecbk-tyronyh-cap-ecru-and-black,Tyronyh Cap,195,,"//us.isabelmarant.com/cdn/shop/files/00MCQ0061-00M008J-ECBK-F.jpg?v=1712333424&width=600, //us.isabelmarant.com/cdn/shop/files/00MCQ0061-00M008J-ECBK-D.jpg?v=1712333420&width=600",,,,accessories.html
accessories,/products/bg0001faa1b06b23ec-casablanca-ring-ecru,Casablanca Ring,170,,"//us.isabelmarant.com/cdn/shop/files/23PBG0001FA-A1B06B-23EC-F.jpg?v=1712574799&width=1200, //us.isabelmarant.com/cdn/shop/files/23PBG0001FA-A1B06B-23EC-D.jpg?v=1712342015&width=480",,,,accessories.html
accessories,/products/cq001xfaa1c09aecbk-tyron-cap-ecru-and-black,Tyron Cap,195,,"//us.isabelmarant.com/cdn/shop/files/23PCQ001XFA-A1C09A-ECBK-F.jpg?v=1713603547&width=1200, //us.isabelmarant.com/cdn/shop/files/23PCQ001XFA-A1C09A-ECBK-D.jpg?v=1713603547&width=1200","57, 58, 59","not available, not available, available",,accessories.html
accessories,/products/me0001faa3b01b61aq-casablanca-medal-turquoise,Casablanca Medal,135,81,"//us.isabelmarant.com/cdn/shop/files/23AME0001FA-A3B01B-61AQ-F.jpg?v=1712340907&width=480, //us.isabelmarant.com/cdn/shop/files/24PME0001FA-A3B01B-61AQ-F.jpg?v=1712343973&width=480",,,,accessories.html
accessories,/products/ec0059hab2b08tbkgm-emi-necklace-black-gun-metal,Emi Necklace,490,,"//us.isabelmarant.com/cdn/shop/files/24EEC0059HA-B2B08T-BKGM-F.jpg?v=1712574985&width=1200, //us.isabelmarant.com/cdn/shop/files/24EEC0059HA-B2B08T-BKGM-D.jpg?v=1712574980&width=1200",,,,accessories.html
accessories,/products/co0010faa3b09b60am-new-color-strip-necklace-turquoise,New Color Strip Necklace,355,213,"//us.isabelmarant.com/cdn/shop/files/23ACO0010FA-A3B09B-60AM-F.jpg?v=1712340669&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0010FA-A3B09B-60AM-F.jpg?v=1712343784&width=480",,,,accessories.html
accessories,/products/br0003faa3b01b23ec-casablanca-bracelet-ecru,CASABLANCA BRACELET,110,,"//us.isabelmarant.com/cdn/shop/files/23ABR0003FA-A3B01B-23EC-F.jpg?v=1712574682&width=1200, //us.isabelmarant.com/cdn/shop/files/23ABR0003FA-A3B01B-23EC-D.jpg?v=1712340538&width=480",,,,accessories.html
accessories,/products/co0060fab1b16b12do-shiny-bubble-necklace-gold,Shiny Bubble Necklace,685,,"//us.isabelmarant.com/cdn/shop/files/24PCO0060FA-B1B16B-12DO-F.jpg?v=1712343789&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0060FA-B1B16B-12DO-D.jpg?v=1712343784&width=480",,,,accessories.html
accessories,/products/br0096faa4b03b08si-lovely-bracelet-silver,Lovely Bracelet,195,,"//us.isabelmarant.com/cdn/shop/files/23HBR0096FA-A4B03B-08SI-F.jpg?v=1712341768&width=480, //us.isabelmarant.com/cdn/shop/files/23HBR0096FA-A4B03B-08SI-D.jpg?v=1712341763&width=480",,,,accessories.html
accessories,/products/ce011cfab2b14a86lc-lecce-belt-lilac,Lecce Belt,210,,"//us.isabelmarant.com/cdn/shop/files/24ECE011CFA-B2B14A-86LC-F.jpg?v=1712574970&width=1200, //us.isabelmarant.com/cdn/shop/files/24ECE011CFA-B2B14A-86LC-D.jpg?v=1712574966&width=1200","S, M, L, XL","available, available, available, not available",,accessories.html
accessories,/products/ce176bfab1a01a08si-ilirya-belt-silver,Ilirya Belt,415,249,"//us.isabelmarant.com/cdn/shop/files/24PCE176BFA-B1A01A-08SI-F.jpg?v=1713762302&width=1200, //us.isabelmarant.com/cdn/shop/files/24PCE176BFA-B1A01A-08SI-D.jpg?v=1713762296&width=1200","70, 75, 80, 85, 90, 95","available, available, available, available, available, not available",,accessories.html
accessories,/products/br0034haa3b02t50co-mr-grigri-bracelet-cognac,Mr Grigri Bracelet,135,,"//us.isabelmarant.com/cdn/shop/files/23ABR0034HA-A3B02T-50CO-F.jpg?v=1712574687&width=1200, //us.isabelmarant.com/cdn/shop/files/23ABR0034HA-A3B02T-50CO-D.jpg?v=1712574682&width=1200","T1, T2","not available, available",,accessories.html
accessories,/products/cq001xfba3c05aeclp-tyron-cap-ecru-light-pink,Tyron Cap,195,117,"//us.isabelmarant.com/cdn/shop/files/24PCQ001XFB-A3C05A-ECLP-F.jpg?v=1713603636&width=480, //us.isabelmarant.com/cdn/shop/files/23ACQ001XFB-A3C05A-ECLP-F.jpg?v=1712574706&width=1200","57, 59","available, available",,accessories.html
accessories,/products/co0023haa1b02t50co-mr-grigri-necklace-cognac,Mr Grigri Necklace,185,,"//us.isabelmarant.com/cdn/shop/files/23PCO0023HA-A1B02T-50CO-F.jpg?v=1712574879&width=1200, //us.isabelmarant.com/cdn/shop/files/23PCO0023HA-A1B02T-50CO-D.jpg?v=1712574874&width=1200",,,,accessories.html
accessories,/products/ce011cfaa3b65a23nl-lecce-belt-natural,Lecce Belt,210,,"//us.isabelmarant.com/cdn/shop/files/23ACE011CFA-A3B65A-23NL-F.jpg?v=1712574692&width=1200, //us.isabelmarant.com/cdn/shop/files/23ACE011CFA-A3B65A-23NL-D.jpg?v=1712574687&width=1200","S, M, L, XL","available, available, available, not available",,accessories.html
accessories,/products/ce011200m004a80by-lecce-belt-burgundy,Lecce Belt,210,,"//us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-80BY-F.jpg?v=1712333407&width=600, //us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-80BY-D.jpg?v=1712333402&width=600","S, M, L, XL","available, available, available, available",,accessories.html
accessories,/products/ce015cfab1b05abksi-zap-belt-black-and-silver,Zap Belt,450,270,"//us.isabelmarant.com/cdn/shop/files/24PCE015CFA-B1B05A-BKSI-F.jpg?v=1712343755&width=480, //us.isabelmarant.com/cdn/shop/files/24PCE015CFA-B1B05A-BKSI-D.jpg?v=1712343749&width=480","70, 75, 80, 85, 90, 95, 100, 105","not available, available, available, available, available, not available, not available, not available",,accessories.html
accessories,/products/ce052cfaa3b19a01bk-brindi-belt-black,Brindi Belt,395,,"//us.isabelmarant.com/cdn/shop/files/23HCE052CFA-A3B19A-01BK-F.jpg?v=1712341775&width=480, //us.isabelmarant.com/cdn/shop/files/23ACE052CFA-A3B19A-01BK-F.jpg?v=1712574694&width=1200","70, 75, 80, 85, 90, 95, 100, 105","available, available, available, not available, available, not available, not available, not available",,accessories.html
accessories,/products/cq001xfba3c05aecbk-tyron-cotton-cap-ecru-and-black,TYRON cotton Cap,195,,"//us.isabelmarant.com/cdn/shop/files/24PBR0108FA-B1B05B-08SI-F.jpg?v=1716382807&width=3072, //us.isabelmarant.com/cdn/shop/files/24PBR0108FA-B1B05B-08SI-D.jpg?v=1716382820&width=3072","57, 59","available, available",,accessories.html
accessories,/products/br0108fab1b05b08si-delight-bracelet-silver,DELIGHT BRACELET,275,,//us.isabelmarant.com/cdn/shop/files/24PBR0108FA-B1B05B-08SI-F_83d71bae-59e5-4fa8-a9e8-48ab9473e2aa.jpg?v=1716382991&width=3072,,,,accessories.html
accessories,/products/bl0008faa3b02btrsi-a-wild-shore-earrings-silver,A Wild Shore Earrings,395,,"//us.isabelmarant.com/cdn/shop/files/24ABL0008FA-A3B02B-TRSI-F.jpg?v=1715681745&width=3072, //us.isabelmarant.com/cdn/shop/files/24ABL0008FA-A3B02B-TRSI-D.jpg?v=1715681740&width=3072",,,,accessories.html
accessories,/products/ce026xhaa1b11jbkec-nyessah-belt-black-and-ecru,NYESSAH Belt,185,111,"//us.isabelmarant.com/cdn/shop/files/23PCE026XHA-A1B11J-BKEC-F.jpg?v=1713762186&width=1200, //us.isabelmarant.com/cdn/shop/files/23PCE026XHA-A1B11J-BKEC-D.jpg?v=1713762179&width=1200",,,,accessories.html
accessories,/products/ct025jfaa3c38a08gm-lazea-socks-gun-metal,LAZEA Socks,90,,"//us.isabelmarant.com/cdn/shop/files/23ACT025JFA-A3C38A-08GM-F.jpg?v=1715941702&width=1200, //us.isabelmarant.com/cdn/shop/files/23ACT025JFA-A3C38A-08GM-F.jpg?v=1715941702&width=1200",,,,accessories.html
accessories,/products/bl070900m008b00tr-polly-earrings-transparent,Polly Earrings,310,,"//us.isabelmarant.com/cdn/shop/files/00MBL0709-00M008B-00TR-F.jpg?v=1712333359&width=600, //us.isabelmarant.com/cdn/shop/files/00MBL0709-00M008B-00TR-D.jpg?v=1712333355&width=600",,,,accessories.html
accessories,/products/bl120122h004btrsi-funky-ring-earrings-silver,Funky Ring Earrings,685,,"//us.isabelmarant.com/cdn/shop/files/22HBL1201-22H004B-TRSI-F.jpg?v=1712339046&width=480, //us.isabelmarant.com/cdn/shop/files/22HBL1201-22H004B-TRSI-D.jpg?v=1712339041&width=480",,,,accessories.html
accessories,/products/bl0034faa1b27btrsi-funky-ring-earrings-silver,Funky Ring Earrings,685,,"//us.isabelmarant.com/cdn/shop/files/23PBL0034FA-A1B27B-TRSI-F.jpg?v=1714477165&width=480, //us.isabelmarant.com/cdn/shop/files/23PBL0034FA-A1B27B-TRSI-D.jpg?v=1714477165&width=480",,,,accessories.html
accessories,/products/bl0106fab1b07b40pk-perfectly-earrings-pink,Perfectly Earrings,170,102,"//us.isabelmarant.com/cdn/shop/files/24PBL0106FA-B1B07B-40PK-F.jpg?v=1712575083&width=1200, //us.isabelmarant.com/cdn/shop/files/24PBL0106FA-B1B07B-40PK-D.jpg?v=1712575081&width=1200",,,,accessories.html
accessories,/products/im0050gsa2l02lszjha-louny-sunglasses-ivory-brown-shaded,Louny Sunglasses,240,,"//us.isabelmarant.com/cdn/shop/files/23EIM0050GS-A2L02L-SZJHA-F.jpg?v=1712574745&width=1200, //us.isabelmarant.com/cdn/shop/files/23EIM0050GS-A2L02L-SZJHA-D.jpg?v=1712574743&width=1200",,,,accessories.html
accessories,/products/bl0149hab2b07t08si-saya-earrings-silver,Saya Earrings,125,,"//us.isabelmarant.com/cdn/shop/files/24EBL0149HA-B2B07T-08SI-F.jpg?v=1712574960&width=1200, //us.isabelmarant.com/cdn/shop/files/24EBL0149HA-B2B07T-08SI-D.jpg?v=1712574955&width=1200",,,,accessories.html
accessories,/products/co0076fab1b04b08si-flower-power-necklace-silver,Flower Power Necklace,405,243,"//us.isabelmarant.com/cdn/shop/files/24PCO0076FA-B1B04B-08SI-F.jpg?v=1712343793&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0076FA-B1B04B-08SI-D.jpg?v=1712343787&width=480",,,,accessories.html
accessories,/products/im0163sb2l03l807gb-livia-sunglasses-black-gray-azure,Livia Sunglasses,210,,"//us.isabelmarant.com/cdn/shop/files/24EIM0163S-B2L03L-807GB-F.jpg?v=1713762249&width=1200, //us.isabelmarant.com/cdn/shop/files/24EIM0163S-B2L03L-807GB-D.jpg?v=1713762246&width=1200",,,,accessories.html
accessories,/products/im0162sb2l02lszjst-hera-sunglasses-ivory-azure-shaded,Hera Sunglasses,240,,"//us.isabelmarant.com/cdn/shop/files/24EIM0162S-B2L02L-SZJST-F.jpg?v=1712574994&width=1200, //us.isabelmarant.com/cdn/shop/files/24EIM0162S-B2L02L-SZJST-D.jpg?v=1712574992&width=1200",,,,accessories.html
accessories,/products/co0032haa3b14tpasi-perfectly-man-necklace-pacific-silver,Perfectly Man Necklace,260,156,"//us.isabelmarant.com/cdn/shop/files/23ACO0032HA-A3B14T-PASI-F.jpg?v=1712340679&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0032HA-A3B14T-PASI-F.jpg?v=1712343787&width=480",,,,accessories.html
accessories,/products/co0095faa4b09btrsi-delightful-necklace-silver,Delightful Necklace,490,294,"//us.isabelmarant.com/cdn/shop/files/24PCO0095FA-A4B09B-TRSI-F.jpg?v=1712343796&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0095FA-A4B09B-TRSI-D.jpg?v=1712343791&width=480",,,,accessories.html
accessories,/products/im0011sa2l08lbsc9o-milo-sunglasses-black-pall-gray-s,Milo Sunglasses,240,,"//us.isabelmarant.com/cdn/shop/files/23EIM0011S-A2L08L-BSC9O-F.jpg?v=1713762073&width=1200, //us.isabelmarant.com/cdn/shop/files/23EIM0011S-A2L08L-BSC9O-D.jpg?v=1713762070&width=1200",,,,accessories.html
accessories,/products/br0026faa2b22b12do-links-bracelet-gold,LINKS BRACELET,395,,"//us.isabelmarant.com/cdn/shop/files/23EBR0026FA-A2B22B-12DO-F.jpg?v=1712341446&width=480, //us.isabelmarant.com/cdn/shop/files/23EBR0026FA-A2B22B-12DO-D.jpg?v=1712341441&width=480",,,,accessories.html
accessories,/products/bl0006faa3b02btrsi-a-wild-shore-earrings-silver,A Wild Shore earrings,635,,"//us.isabelmarant.com/cdn/shop/files/23ABL0006FA-A3B02B-TRSI-F.jpg?v=1712574680&width=1200, //us.isabelmarant.com/cdn/shop/files/23ABL0006FA-A3B02B-TRSI-D.jpg?v=1712574675&width=1200",,,,accessories.html
accessories,/products/im0162sb2l02l3ey9o-hera-sunglasses-red-silver-dark-gray,Hera Sunglasses,240,,"//us.isabelmarant.com/cdn/shop/files/24EIM0162S-B2L02L-3EY9O-F.jpg?v=1714724131&width=3072, //us.isabelmarant.com/cdn/shop/files/24EIM0162S-B2L02L-3EY9O-D.jpg?v=1714724145&width=3072",,,,accessories.html
accessories,/products/cu048xfbb1c13a40lk-giorgia-hat-light-pink,Giorgia Hat,245,147,"//us.isabelmarant.com/cdn/shop/files/24PCU048XFB-B1C13A-40LK-F.jpg?v=1714470633&width=1200, //us.isabelmarant.com/cdn/shop/files/24PCU048XFB-B1C13A-40LK-D.jpg?v=1714470633&width=1200","56, 57, 58","available, available, available",,accessories.html
accessories,/products/ct002jfaa1c12a01bk-slazia-socks-black,Slazia Socks,85,,"//us.isabelmarant.com/cdn/shop/files/24PCT002JFA-A1C12A-01BK-F.jpg?v=1712343804&width=480, //us.isabelmarant.com/cdn/shop/files/23PCT002JFA-A1C12A-01BK-F.jpg?v=1712574882&width=1200",,,,accessories.html
accessories,/products/co0073fab1b02b01bk-happiness-necklace-black,Happiness Necklace,320,,"//us.isabelmarant.com/cdn/shop/files/24PCO0073FA-B1B02B-01BK-F.jpg?v=1712343790&width=480, //us.isabelmarant.com/cdn/shop/files/24PCO0073FA-B1B02B-01BK-D.jpg?v=1712343785&width=480",,,,accessories.html
accessories,/products/cq001xfaa1c17a02gy-tyron-cap-gray,Tyron Cap,0,,"//us.isabelmarant.com/cdn/shop/files/23PCQ001XFA-A1C17A-02GY-F.jpg?v=1713603486&width=480, //us.isabelmarant.com/cdn/shop/files/23PCQ001XFA-A1C17A-02GY-D.jpg?v=1713603486&width=480","55, 56, 57, 58, 59","not available, not available, available, not available, available",,accessories.html
accessories,/products/ct009jhaa2c13j20wh-dawi-socks-white,Dawi Socks,80,,"//us.isabelmarant.com/cdn/shop/files/24PCT009JHA-A2C13J-20WH-F.jpg?v=1712343808&width=480, //us.isabelmarant.com/cdn/shop/files/23ECT009JHA-A2C13J-20WH-F.jpg?v=1712574739&width=1200",,,,accessories.html
accessories,/products/bl0019faa1b12b60am-stones-earrings-turquoise,Stones Earrings,185,,"//us.isabelmarant.com/cdn/shop/files/23PBL0019FA-A1B12B-60AM-F.jpg?v=1712574834&width=1200, //us.isabelmarant.com/cdn/shop/files/23PBL0019FA-A1B12B-60AM-D.jpg?v=1712574829&width=1200",,,,accessories.html
accessories,/products/co0005faa1b12b30na-stones-necklace-navy-blue,Stones Necklace,210,,"//us.isabelmarant.com/cdn/shop/files/23PCO0005FA-A1B12B-30NA-F.jpg?v=1712574878&width=1200, //us.isabelmarant.com/cdn/shop/files/23PCO0005FA-A1B12B-30NA-D.jpg?v=1712574873&width=1200",,,,accessories.html
accessories,/products/bl0004faa3b01b01bk-casablanca-earrings-black,Casablanca Earrings,205,,"//us.isabelmarant.com/cdn/shop/files/23ABL0004FA-A3B01B-01BK-F.jpg?v=1712340450&width=480, //us.isabelmarant.com/cdn/shop/files/23ABL0004FA-A3B01B-01BK-D.jpg?v=1712340444&width=480",,,,accessories.html
accessories,/products/cq001xfbb2c12a23ec-tyron-cap-ecru,Tyron Cap,225,,"//us.isabelmarant.com/cdn/shop/files/24ECQ001XFB-B2C12A-23EC-F.jpg?v=1712574980&width=1200, //us.isabelmarant.com/cdn/shop/files/24ECQ001XFB-B2C12A-23EC-D.jpg?v=1712574975&width=1200","57, 59","available, available",,accessories.html
accessories,/products/ct031jhbb1c12j20wh-viby-socks-white,Viby Socks,75,45,"//us.isabelmarant.com/cdn/shop/files/24PCT031JHB-B1C12J-20WH-F.jpg?v=1712343808&width=480, //us.isabelmarant.com/cdn/shop/files/24PCT031JHB-B1C12J-20WH-D.jpg?v=1712343806&width=480",,,,accessories.html
accessories,/products/co0018haa2b13t08si-perfect-day-man-necklace-silver,Perfect Day Man Necklace,310,,"//us.isabelmarant.com/cdn/shop/files/23ACO0018HA-A2B13T-08SI-F.jpg?v=1712340670&width=480, //us.isabelmarant.com/cdn/shop/files/23ECO0018HA-A2B13T-08SI-F.jpg?v=1712574733&width=1200",,,,accessories.html
accessories,/products/ce011200m004a01bk-lecce-belt-black,Lecce Belt,210,,"//us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-01BK-F.jpg?v=1712333408&width=600, //us.isabelmarant.com/cdn/shop/files/00MCE0112-00M004A-01BK-D.jpg?v=1712333404&width=600","S, M, L, XL","available, available, available, not available",,accessories.html
accessories,/products/br0121haa3b04t23ec-snowstone-bracelet-ecru,Snowstone Bracelet,180,,"//us.isabelmarant.com/cdn/shop/files/24PBR0121HA-A3B04T-23EC-F.jpg?v=1712343726&width=480, //us.isabelmarant.com/cdn/shop/files/24PBR0121HA-A3B04T-23EC-D.jpg?v=1712343721&width=480",,,,accessories.html
accessories,/products/bl0116faa4b03b08si-lovely-earrings-silver,Lovely Earrings,265,159,"//us.isabelmarant.com/cdn/shop/files/23HBL0116FA-A4B03B-08SI-F.jpg?v=1712341748&width=480, //us.isabelmarant.com/cdn/shop/files/24PBL0116FA-A4B03B-08SI-F.jpg?v=1712343693&width=480",,,,accessories.html
accessories,/products/cq001xfba2c08aecbk-tyron-cap-ecru-and-black,Tyron Cap,210,,"//us.isabelmarant.com/cdn/shop/files/23ECQ001XFB-A2C08A-ECBK-F.jpg?v=1712574737&width=1200, //us.isabelmarant.com/cdn/shop/files/23ECQ001XFB-A2C08A-ECBK-D.jpg?v=1712574733&width=1200","57, 59","available, not available",,accessories.html
