Product_ID,Cod10,Title,Price,position,category,macro_category,micro_category,macro_category_id,micro_category_id,color,color_id,product_price,discountedPrice,price_tf,discountedPrice_tf,quantity,coupon,is_in_stock,list,url,img_src,filename,filename
"CHC24ACV04213001
",16348395KO,Utilitarian vest in soft leather,3990,0,2298/29755,Ready-to-wear,Jackets ,2298,29755,Black,23387,3990,3990,3990.0,3990.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348395ko.html,https://www.chloe.com/product_image/16348395KO/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ASH11002001
",30301911GI,Fluid volant shorts in silk georgette,2190,1,2298/29817,Ready-to-wear,Shorts,2298,29817,,,2190,2190,2190.0,2190.0,1,,True,searchresult,https://www.chloe.com/us/shorts_cod30301911gi.html,https://www.chloe.com/product_image/30301911GI/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ACV51213001
",16348370SS,Utilitarian jacket in leather,4990,2,2298/29755,Ready-to-wear,Jackets ,2298,29755,Black,23387,4990,4990,4990.0,4990.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348370ss.html,https://www.chloe.com/product_image/16348370SS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ASH11002114
",30301912NF,Fluid volant shorts in silk georgette,2190,3,2298/29817,Ready-to-wear,Shorts,2298,29817,Pristine White,4934,2190,2190,2190.0,2190.0,1,,True,searchresult,https://www.chloe.com/us/shorts_cod30301912nf.html,https://www.chloe.com/product_image/30301912NF/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT41003001
",10471582DV,Gathered camisole top in silk georgette,1890,4,2298/29768,Ready-to-wear,Top,2298,29768,Black,23387,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471582dv.html,https://www.chloe.com/product_image/10471582DV/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA32063001
",54207995AW,Broken-heel slim pants in wool grain de poudre,1350,5,2298/29772,Ready-to-wear,Pants ,2298,29772,Black,23387,1350,1350,1350.0,1350.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207995aw.html,https://www.chloe.com/product_image/54207995AW/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT84004107
",10471589LS,Knotted heritage cape blouse in silk,2590,6,2298/29768,Ready-to-wear,Top,2298,29768,,,2590,2590,2590.0,2590.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471589ls.html,https://www.chloe.com/product_image/10471589LS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ACS41200001
",30301920CI,Tailored mini shorts in soft nappa leather,3090,7,2298/29817,Ready-to-wear,Shorts,2298,29817,Black,23387,3090,3090,3090.0,3090.0,1,,True,searchresult,https://www.chloe.com/us/shorts_cod30301920ci.html,https://www.chloe.com/product_image/30301920CI/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AJH09183101
",10471591GC,Cropped boxy logo T-shirt in cotton jersey,590,8,2298/29768,Ready-to-wear,Top,2298,29768,White,23388,590,590,590.0,590.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471591gc.html,https://www.chloe.com/product_image/10471591GC/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA25002001
",54207992TV,Fluid pants in silk georgette,2290,9,2298/29772,Ready-to-wear,Pants ,2298,29772,,,2290,2290,2290.0,2290.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207992tv.html,https://www.chloe.com/product_image/54207992TV/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT03002001
",10471617QP,Cape blouse in silk georgette,1890,10,2298/29768,Ready-to-wear,Top,2298,29768,Black,23387,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471617qp.html,https://www.chloe.com/product_image/10471617QP/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO50001113
",15403570BE,Long ruffled dress in silk mousseline,4990,11,2298/29827,Ready-to-wear,Dresses,2298,29827,,,4990,4990,4990.0,4990.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403570be.html,https://www.chloe.com/product_image/15403570BE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT63480001
",10471586EH,Fluid top in silk lace,3690,12,2298/29768,Ready-to-wear,Top,2298,29768,Black,23387,3690,3690,3690.0,3690.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471586eh.html,https://www.chloe.com/product_image/10471586EH/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AJU01060001
",30301922XT,Scallop embroidered column skirt in fluid viscose,2690,13,2298/29828,Ready-to-wear,Skirts,2298,29828,Black,23387,2690,2690,2690.0,2690.0,1,,True,searchresult,https://www.chloe.com/us/skirts_cod30301922xt.html,https://www.chloe.com/product_image/30301922XT/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT61480114
",10471585UD,Heritage V-neck lace top,4090,14,2298/29768,Ready-to-wear,Top,2298,29768,,,4090,4090,4090.0,4090.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471585ud.html,https://www.chloe.com/product_image/10471585UD/f/w282.jpg,ready_to_wear,ready_to_wear.html
